,Unnamed: 0,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR,Outs,GS2
7103,7103,5/31/2024,571578,Patrick Corbin,1,1,6.0,6,5,3,2,0,18.0,57.0
7111,7111,5/31/2024,663559,Bailey Falter,1,1,6.0,2,5,2,0,0,18.0,73.0
7113,7113,5/31/2024,607200,Erick Fedde,1,1,5.0,9,8,4,4,0,15.0,40.0
7122,7122,5/31/2024,663855,Jordan Hicks,1,1,5.1,7,4,0,4,2,16.0,38.0
7127,7127,5/31/2024,656557,Tanner Houck,1,1,7.0,3,6,2,1,0,21.0,75.0
7128,7128,5/31/2024,641712,Dakota Hudson,1,1,7.0,4,3,1,1,0,21.0,72.0
7139,7139,5/31/2024,641154,Pablo L\xc3\xb3pez,1,1,7.0,6,6,1,1,1,21.0,65.0
7140,7140,5/31/2024,625643,Reynaldo L\xc3\xb3pez,1,1,6.0,4,8,2,1,0,18.0,69.0
7142,7142,5/31/2024,628317,Kenta Maeda,1,1,4.2,8,6,2,5,1,14.0,33.0
7148,7148,5/31/2024,571945,Miles Mikolas,1,1,6.0,5,5,1,3,1,18.0,54.0
7153,7153,5/31/2024,656756,Jordan Montgomery,1,1,4.0,10,4,3,8,0,12.0,18.0
7157,7157,5/31/2024,668964,Tobias Myers,1,1,4.1,7,4,1,5,1,13.0,33.0
7160,7160,5/31/2024,605400,Aaron Nola,1,1,6.1,3,6,2,2,2,19.0,56.0
7171,7171,5/31/2024,664350,Sixto S\xc3\xa1nchez,1,1,4.0,4,0,1,2,1,12.0,42.0
7175,7175,5/31/2024,676664,JP Sears,1,1,7.0,6,5,2,4,0,21.0,59.0
7176,7176,5/31/2024,622663,Luis Severino,1,1,5.1,6,4,1,4,1,16.0,44.0
7183,7183,5/31/2024,667755,Jos\xc3\xa9 Soriano,1,1,6.0,7,3,2,4,0,18.0,49.0
7190,7190,5/31/2024,573186,Marcus Stroman,1,1,7.1,5,2,2,1,0,22.0,69.0
7191,7191,5/31/2024,544150,Albert Su\xc3\xa1rez,1,1,5.0,4,5,2,1,0,15.0,60.0
7195,7195,5/31/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,1,2.1,4,1,2,2,1,7.0,31.0
7198,7198,5/31/2024,608379,Michael Wacha,1,1,5.1,5,2,1,2,0,16.0,56.0
7204,7204,5/31/2024,693433,Bryan Woo,1,1,6.0,3,2,0,0,0,18.0,72.0
7216,7216,6/1/2024,680694,Kyle Bradish,1,1,2.2,7,6,3,5,0,8.0,27.0
7217,7217,6/1/2024,671737,Taj Bradley,1,1,3.1,9,3,3,9,4,10.0,-12.0
7219,7219,6/1/2024,605156,Aaron Brooks,1,1,4.1,7,1,1,7,1,13.0,24.0
7225,7225,6/1/2024,677944,Slade Cecconi,1,1,4.2,5,4,0,1,1,14.0,53.0
7229,7229,6/1/2024,681867,Cooper Criswell,1,1,5.0,4,5,1,1,0,15.0,62.0
7230,7230,6/1/2024,676979,Garrett Crochet,1,1,6.0,5,8,1,1,0,18.0,69.0
7232,7232,6/1/2024,672282,Reid Detmers,1,1,3.2,4,3,4,5,1,11.0,28.0
7243,7243,6/1/2024,688107,Robert Gasser,1,1,5.0,7,3,0,3,2,15.0,38.0
7245,7245,6/1/2024,543243,Sonny Gray,1,1,5.0,5,10,3,4,0,15.0,52.0
7246,7246,6/1/2024,668881,Hunter Greene,1,1,6.0,3,5,5,5,1,18.0,44.0
7260,7260,6/1/2024,656605,Mitch Keller,1,1,6.0,5,8,1,1,0,18.0,69.0
7264,7264,6/1/2024,579328,Yusei Kikuchi,1,1,5.1,9,4,1,5,1,16.0,35.0
7275,7275,6/1/2024,594902,Ben Lively,1,1,5.2,5,4,1,2,0,17.0,60.0
7277,7277,6/1/2024,547179,Michael Lorenzen,1,1,6.1,5,7,2,0,0,19.0,71.0
7279,7279,6/1/2024,640455,Sean Manaea,1,1,5.2,6,10,2,5,1,17.0,47.0
7280,7280,6/1/2024,679525,Alec Marsh,1,1,5.0,7,3,3,5,1,15.0,32.0
7284,7284,6/1/2024,682243,Bryce Miller,1,1,6.0,3,9,1,0,0,18.0,77.0
7290,7290,6/1/2024,681857,Reese Olson,1,1,5.1,6,5,1,5,2,16.0,36.0
7292,7292,6/1/2024,680730,Mitchell Parker,1,1,5.2,4,5,4,3,0,17.0,54.0
7299,7299,6/1/2024,547001,Cody Poteet,1,1,5.0,3,6,1,2,1,15.0,56.0
7300,7300,6/1/2024,615698,Cal Quantrill,1,1,4.1,9,1,2,4,0,13.0,33.0
7304,7304,6/1/2024,657746,Joe Ryan,1,1,5.0,8,4,2,5,4,15.0,15.0
7305,7305,6/1/2024,519242,Chris Sale,1,1,4.0,9,4,1,8,2,12.0,12.0
7312,7312,6/1/2024,657006,Justin Steele,1,1,5.0,7,5,4,1,0,15.0,50.0
7314,7314,6/1/2024,624133,Ranger Su\xc3\xa1rez,1,1,2.0,0,2,0,0,0,6.0,54.0
7320,7320,6/1/2024,664285,Framber Valdez,1,1,7.0,2,4,2,1,0,21.0,75.0
7321,7321,6/1/2024,681190,Randy V\xc3\xa1squez,1,1,5.0,4,5,1,3,1,15.0,50.0
7326,7326,6/1/2024,677960,Ryan Weathers,1,1,6.0,9,11,0,4,0,18.0,57.0
7328,7328,6/1/2024,657277,Logan Webb,1,1,7.0,7,6,1,4,1,21.0,54.0
7330,7330,6/1/2024,808967,Yoshinobu Yamamoto,1,1,6.0,7,7,1,1,0,18.0,64.0
7342,7342,6/2/2024,605135,Chris Bassitt,1,1,5.0,8,7,1,3,0,15.0,50.0
7345,7345,6/2/2024,678394,Brayan Bello,1,1,6.1,8,5,3,4,0,19.0,49.0
7348,7348,6/2/2024,676962,Ben Brown,1,1,5.0,6,6,1,5,1,15.0,41.0
7349,7349,6/2/2024,686613,Hunter Brown,1,1,6.0,5,7,1,3,2,18.0,50.0
7350,7350,6/2/2024,656288,Griffin Canning,1,1,6.2,4,4,1,1,1,20.0,65.0
7351,7351,6/2/2024,471911,Carlos Carrasco,1,1,4.0,7,5,1,5,0,12.0,38.0
7352,7352,6/2/2024,622491,Luis Castillo,1,1,7.0,2,6,3,0,0,21.0,78.0
7355,7355,6/2/2024,641482,Nestor Cortes,1,1,4.1,7,7,0,3,2,13.0,38.0
7372,7372,6/2/2024,596295,Austin Gomber,1,1,3.0,5,2,3,3,2,9.0,23.0
7377,7377,6/2/2024,571760,Andrew Heaney,1,1,6.0,4,7,0,0,0,18.0,75.0
7389,7389,6/2/2024,608344,Cole Irvin,1,1,6.1,8,1,1,2,1,19.0,49.0
7390,7390,6/2/2024,663623,Jake Irvin,1,1,6.0,5,6,1,2,0,18.0,64.0
7397,7397,6/2/2024,650633,Michael King,1,1,7.0,4,4,2,1,0,21.0,71.0
7404,7404,6/2/2024,641793,Zack Littell,1,1,6.0,11,2,1,3,1,18.0,39.0
7405,7405,6/2/2024,666157,Nick Lodolo,1,1,6.0,7,3,1,2,0,18.0,57.0
7406,7406,6/2/2024,458681,Lance Lynn,1,1,4.0,3,4,2,0,0,12.0,58.0
7411,7411,6/2/2024,665622,Luis Medina,1,1,5.2,2,6,2,0,0,17.0,72.0
7413,7413,6/2/2024,663554,Casey Mize,1,1,4.0,5,4,4,2,0,12.0,44.0
7418,7418,6/2/2024,450203,Charlie Morton,1,1,6.0,1,6,5,0,0,18.0,70.0
7419,7419,6/2/2024,680897,Nick Nastrini,1,1,4.0,3,1,3,4,1,12.0,35.0
7426,7426,6/2/2024,642547,Freddy Peralta,1,1,5.0,4,7,1,3,1,15.0,52.0
7427,7427,6/2/2024,694297,Brandon Pfaadt,1,1,6.0,5,8,2,4,0,18.0,58.0
7429,7429,6/2/2024,682990,Quinn Priester,1,1,4.2,8,3,0,4,0,14.0,43.0
7431,7431,6/2/2024,500779,Jose Quintana,1,1,4.0,4,4,3,3,2,12.0,33.0
7432,7432,6/2/2024,666142,Cole Ragans,1,1,6.0,5,6,2,1,0,18.0,65.0
7437,7437,6/2/2024,669432,Trevor Rogers,1,1,6.0,6,3,2,4,1,18.0,45.0
7447,7447,6/2/2024,605483,Blake Snell,1,1,4.2,5,7,3,3,1,14.0,44.0
7450,7450,6/2/2024,694813,Gavin Stone,1,1,5.0,4,6,2,0,0,15.0,64.0
7460,7460,6/2/2024,592836,Taijuan Walker,1,1,5.0,5,5,3,4,2,15.0,35.0
7462,7462,6/2/2024,680573,Simeon Woods Richardson,1,1,4.1,3,6,2,3,2,13.0,41.0
7465,7465,6/3/2024,671096,Andrew Abbott,1,1,6.0,7,6,1,3,1,18.0,51.0
7468,7468,6/3/2024,542881,Tyler Anderson,1,1,6.2,5,2,3,1,1,20.0,57.0
7475,7475,6/3/2024,543135,Nathan Eovaldi,1,1,5.2,3,7,0,1,1,17.0,66.0
7478,7478,6/3/2024,663372,Ryan Feltner,1,1,4.1,10,3,0,8,1,13.0,19.0
7480,7480,6/3/2024,592332,Kevin Gausman,1,1,6.1,6,3,1,6,3,19.0,31.0
7481,7481,6/3/2024,502043,Kyle Gibson,1,1,5.2,5,8,3,3,1,17.0,51.0
7482,7482,6/3/2024,669022,MacKenzie Gore,1,1,4.1,7,2,4,6,1,13.0,22.0
7490,7490,6/3/2024,657649,Jared Koenig,1,1,1.0,0,0,0,0,0,3.0,46.0
7495,7495,6/3/2024,656731,Tylor Megill,1,1,5.0,7,4,3,4,1,15.0,36.0
7496,7496,6/3/2024,669062,Erik Miller,1,1,1.0,2,0,0,0,0,3.0,42.0
7501,7501,6/3/2024,669194,Ryne Nelson,1,1,7.2,6,1,0,2,1,23.0,63.0
7504,7504,6/3/2024,680570,Grayson Rodriguez,1,1,6.2,7,4,0,1,1,20.0,61.0
7509,7509,6/3/2024,669373,Tarik Skubal,1,1,6.0,7,6,2,1,1,18.0,55.0
7514,7514,6/3/2024,434378,Justin Verlander,1,1,5.0,7,4,2,4,3,15.0,26.0
7515,7515,6/3/2024,663362,Matt Waldron,1,1,6.1,2,4,0,1,0,19.0,75.0
7517,7517,6/3/2024,554430,Zack Wheeler,1,1,7.0,5,6,3,1,1,21.0,63.0
7526,7526,6/4/2024,681293,Spencer Arrighetti,1,1,3.0,3,4,3,1,1,9.0,41.0
7531,7531,6/4/2024,621389,Ty Blach,1,1,5.0,10,2,0,4,1,15.0,34.0
7534,7534,6/4/2024,669203,Corbin Burnes,1,1,7.0,4,5,1,1,1,21.0,68.0
7540,7540,6/4/2024,676710,Kutter Crawford,1,1,6.0,5,5,2,4,1,18.0,49.0
7545,7545,6/4/2024,641540,Dane Dunning,1,1,5.0,4,4,1,3,2,15.0,43.0
7552,7552,6/4/2024,656427,Jack Flaherty,1,1,5.0,2,4,0,0,0,15.0,70.0
7553,7553,6/4/2024,623167,Chris Flexen,1,1,5.0,3,4,0,1,0,15.0,65.0
7556,7556,6/4/2024,608331,Max Fried,1,1,7.0,4,13,1,2,1,21.0,73.0
7559,7559,6/4/2024,661563,Luis Gil,1,1,6.0,1,6,3,0,0,18.0,74.0
7561,7561,6/4/2024,607192,Tyler Glasnow,1,1,6.0,3,9,2,1,1,18.0,66.0
7563,7563,6/4/2024,690986,Kyle Harrison,1,1,6.0,8,5,0,3,0,18.0,56.0
7564,7564,6/4/2024,687792,DJ Herz,1,1,4.0,7,3,2,4,1,12.0,31.0
7568,7568,6/4/2024,684007,Shota Imanaga,1,1,4.1,7,6,0,1,1,13.0,49.0
7572,7572,6/4/2024,683003,Jared Jones,1,1,6.0,3,6,3,0,0,18.0,70.0
7576,7576,6/4/2024,669923,George Kirby,1,1,5.0,6,9,1,2,0,15.0,59.0
7577,7577,6/4/2024,657649,Jared Koenig,1,1,1.1,1,2,0,0,0,4.0,48.0
7585,7585,6/4/2024,607625,Seth Lugo,1,1,6.0,6,5,1,5,2,18.0,40.0
7586,7586,6/4/2024,666200,Jes\xc3\xbas Luzardo,1,1,4.1,9,2,2,9,1,13.0,13.0
7593,7593,6/4/2024,800049,Adam Mazur,1,1,6.0,2,2,4,1,0,18.0,63.0
7594,7594,6/4/2024,663474,Triston McKenzie,1,1,5.1,9,7,2,5,3,16.0,24.0
7599,7599,6/4/2024,593423,Frankie Montas,1,1,7.0,1,9,2,0,0,21.0,85.0
7606,7606,6/4/2024,641927,Bailey Ober,1,1,5.0,3,2,4,3,1,15.0,43.0
7607,7607,6/4/2024,669467,Andre Pallante,1,1,3.0,6,1,3,6,1,9.0,17.0
7611,7611,6/4/2024,686752,Ryan Pepiot,1,1,6.0,6,8,0,3,1,18.0,57.0
7612,7612,6/4/2024,656849,David Peterson,1,1,6.2,5,2,2,2,0,20.0,62.0
7618,7618,6/4/2024,670950,Trevor Richards,1,1,2.0,0,4,0,0,0,6.0,56.0
7622,7622,6/4/2024,650911,Cristopher S\xc3\xa1nchez,1,1,6.0,4,3,1,1,0,18.0,66.0
7623,7623,6/4/2024,663776,Patrick Sandoval,1,1,6.0,4,7,1,1,0,18.0,70.0
7630,7630,6/4/2024,687765,Mitch Spence,1,1,6.0,9,3,1,4,0,18.0,47.0
7641,7641,6/4/2024,686796,Blake Walston,1,1,4.1,2,2,4,2,0,13.0,50.0
7651,7651,6/5/2024,676879,Aaron Ashby,1,1,5.0,2,3,5,2,1,15.0,47.0
7652,7652,6/5/2024,668933,Graham Ashcraft,1,1,3.2,6,2,0,4,0,11.0,40.0
7658,7658,6/5/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,6.0,6,2,3,2,1,18.0,48.0
7659,7659,6/5/2024,669854,Ronel Blanco,1,1,5.2,5,2,2,4,1,17.0,44.0
7664,7664,6/5/2024,656302,Dylan Cease,1,1,6.0,4,6,1,3,2,18.0,51.0
7670,7670,6/5/2024,571578,Patrick Corbin,1,1,5.1,7,3,1,6,3,16.0,23.0
7675,7675,6/5/2024,621107,Zach Eflin,1,1,4.0,3,3,0,2,0,12.0,55.0
7677,7677,6/5/2024,683155,Joey Estes,1,1,6.1,1,5,0,0,0,19.0,81.0
7680,7680,6/5/2024,607200,Erick Fedde,1,1,5.0,6,7,0,3,0,15.0,56.0
7683,7683,6/5/2024,666129,Braxton Garrett,1,1,2.2,6,3,1,5,0,8.0,30.0
7684,7684,6/5/2024,669302,Logan Gilbert,1,1,7.0,5,5,0,1,1,21.0,68.0
7689,7689,6/5/2024,663855,Jordan Hicks,1,1,3.2,6,7,4,2,0,11.0,43.0
7694,7694,6/5/2024,641712,Dakota Hudson,1,1,4.1,5,4,4,4,2,13.0,28.0
7712,7712,6/5/2024,571945,Miles Mikolas,1,1,6.0,5,3,0,2,2,18.0,51.0
7718,7718,6/5/2024,656756,Jordan Montgomery,1,1,2.0,7,1,3,6,2,6.0,3.0
7723,7723,6/5/2024,605400,Aaron Nola,1,1,7.0,2,5,0,0,0,21.0,83.0
7725,7725,6/5/2024,663978,Chris Paddack,1,1,4.0,6,7,2,7,0,12.0,34.0
7727,7727,6/5/2024,572020,James Paxton,1,1,1.2,6,2,2,6,0,5.0,18.0
7730,7730,6/5/2024,601713,Nick Pivetta,1,1,7.0,1,9,2,0,0,21.0,85.0
7735,7735,6/5/2024,607074,Carlos Rod\xc3\xb3n,1,1,6.0,3,9,0,2,1,18.0,67.0
7740,7740,6/5/2024,680885,Spencer Schwellenbach,1,1,4.2,7,4,2,6,1,14.0,30.0
7741,7741,6/5/2024,622663,Luis Severino,1,1,8.0,7,4,0,1,0,24.0,75.0
7744,7744,6/5/2024,694973,Paul Skenes,1,1,5.0,6,8,1,3,2,15.0,43.0
7746,7746,6/5/2024,667755,Jos\xc3\xa9 Soriano,1,1,6.0,6,1,1,1,0,18.0,60.0
7750,7750,6/5/2024,544150,Albert Su\xc3\xa1rez,1,1,5.0,5,4,1,2,0,15.0,56.0
7752,7752,6/5/2024,592791,Jameson Taillon,1,1,5.0,10,6,1,5,1,15.0,33.0
7754,7754,6/5/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,1,6.2,1,6,1,1,1,20.0,73.0
7760,7760,6/5/2024,666214,Joey Wentz,1,1,2.2,4,2,4,3,1,8.0,27.0
7769,7769,6/6/2024,665871,Javier Assad,1,1,5.2,7,7,2,5,1,17.0,42.0
7774,7774,6/6/2024,676440,Tanner Bibee,1,1,5.0,6,7,1,2,0,15.0,57.0
7777,7777,6/6/2024,621111,Walker Buehler,1,1,3.0,6,3,1,3,1,9.0,32.0
7780,7780,6/6/2024,677944,Slade Cecconi,1,1,4.1,7,3,1,3,1,13.0,38.0
7785,7785,6/6/2024,663559,Bailey Falter,1,1,4.0,8,6,2,5,2,12.0,23.0
7790,7790,6/6/2024,543243,Sonny Gray,1,1,4.2,2,5,4,3,0,14.0,52.0
7791,7791,6/6/2024,668881,Hunter Greene,1,1,6.2,5,8,2,4,2,20.0,50.0
7801,7801,6/6/2024,656557,Tanner Houck,1,1,7.0,3,9,0,2,1,21.0,73.0
7807,7807,6/6/2024,579328,Yusei Kikuchi,1,1,6.0,4,6,1,1,1,18.0,63.0
7813,7813,6/6/2024,641154,Pablo L\xc3\xb3pez,1,1,4.0,4,4,6,7,1,12.0,21.0
7814,7814,6/6/2024,625643,Reynaldo L\xc3\xb3pez,1,1,6.0,6,7,1,2,2,18.0,51.0
7823,7823,6/6/2024,680730,Mitchell Parker,1,1,7.0,3,2,0,2,1,21.0,66.0
7827,7827,6/6/2024,700249,Cade Povich,1,1,5.1,5,2,4,6,1,16.0,32.0
7828,7828,6/6/2024,615698,Cal Quantrill,1,1,5.0,3,1,4,0,0,15.0,57.0
7833,7833,6/6/2024,676664,JP Sears,1,1,6.0,3,8,2,2,0,18.0,68.0
7836,7836,6/6/2024,663903,Brady Singer,1,1,3.2,9,2,1,2,1,11.0,32.0
7841,7841,6/6/2024,573186,Marcus Stroman,1,1,4.2,6,2,2,5,2,14.0,27.0
7846,7846,6/6/2024,681190,Randy V\xc3\xa1squez,1,1,6.2,6,3,0,3,2,20.0,50.0
7851,7851,6/6/2024,693433,Bryan Woo,1,1,6.0,2,6,0,0,0,18.0,78.0
7852,7852,6/6/2024,663765,Jake Woodford,1,1,4.0,10,3,3,7,2,12.0,8.0
7856,7856,6/7/2024,671106,Logan Allen,1,1,6.0,4,3,3,2,2,18.0,47.0
7860,7860,6/7/2024,605135,Chris Bassitt,1,1,8.0,4,7,2,1,0,24.0,80.0
7863,7863,6/7/2024,656288,Griffin Canning,1,1,6.1,7,2,2,3,0,19.0,53.0
7869,7869,6/7/2024,650644,Aaron Civale,1,1,5.0,7,8,1,4,2,15.0,38.0
7871,7871,6/7/2024,681867,Cooper Criswell,1,1,4.1,5,2,1,3,1,13.0,41.0
7872,7872,6/7/2024,676979,Garrett Crochet,1,1,6.0,3,10,2,1,0,18.0,73.0
7883,7883,6/7/2024,596295,Austin Gomber,1,1,5.0,6,4,1,4,0,15.0,48.0
7888,7888,6/7/2024,663687,Hogan Harris,1,1,6.0,3,3,2,0,0,18.0,69.0
7896,7896,6/7/2024,608344,Cole Irvin,1,1,5.2,8,6,0,2,1,17.0,52.0
7897,7897,6/7/2024,663623,Jake Irvin,1,1,6.0,4,4,2,0,0,18.0,68.0
7901,7901,6/7/2024,656605,Mitch Keller,1,1,6.0,7,8,2,0,0,18.0,66.0
7905,7905,6/7/2024,650633,Michael King,1,1,5.0,5,5,1,0,0,15.0,63.0
7910,7910,6/7/2024,666157,Nick Lodolo,1,1,6.0,4,7,2,1,1,18.0,62.0
7911,7911,6/7/2024,547179,Michael Lorenzen,1,1,4.1,7,1,2,2,2,13.0,31.0
7913,7913,6/7/2024,663738,Daniel Lynch IV,1,1,4.0,6,4,4,8,1,12.0,18.0
7914,7914,6/7/2024,458681,Lance Lynn,1,1,4.0,6,6,2,4,0,12.0,42.0
7919,7919,6/7/2024,682243,Bryce Miller,1,1,5.0,6,1,3,7,1,15.0,26.0
7922,7922,6/7/2024,668964,Tobias Myers,1,1,8.0,1,5,3,0,0,24.0,85.0
7924,7924,6/7/2024,681857,Reese Olson,1,1,4.0,12,6,1,8,0,12.0,20.0
7926,7926,6/7/2024,694297,Brandon Pfaadt,1,1,5.1,9,5,1,5,3,16.0,24.0
7927,7927,6/7/2024,547001,Cody Poteet,1,1,4.2,2,1,3,0,0,14.0,59.0
7935,7935,6/7/2024,657746,Joe Ryan,1,1,7.0,2,8,2,2,1,21.0,70.0
7936,7936,6/7/2024,519242,Chris Sale,1,1,7.0,5,10,1,2,0,21.0,74.0
7944,7944,6/7/2024,657006,Justin Steele,1,1,7.0,5,7,1,1,0,21.0,74.0
7951,7951,6/7/2024,664285,Framber Valdez,1,1,9.0,4,8,1,1,1,27.0,83.0
7954,7954,6/7/2024,677960,Ryan Weathers,1,1,2.1,4,3,0,2,1,7.0,37.0
7956,7956,6/7/2024,657277,Logan Webb,1,1,7.0,5,6,0,2,0,21.0,72.0
7959,7959,6/7/2024,808967,Yoshinobu Yamamoto,1,1,7.0,2,7,2,0,0,21.0,81.0
7960,7960,6/8/2024,671096,Andrew Abbott,1,1,5.0,5,5,4,1,0,15.0,54.0
7966,7966,6/8/2024,542881,Tyler Anderson,1,1,6.0,7,3,1,4,1,18.0,45.0
7972,7972,6/8/2024,678394,Brayan Bello,1,1,4.2,9,2,3,5,1,14.0,25.0
7973,7973,6/8/2024,680694,Kyle Bradish,1,1,6.0,1,9,0,0,0,18.0,83.0
7974,7974,6/8/2024,671737,Taj Bradley,1,1,5.0,3,7,1,1,1,15.0,60.0
7978,7978,6/8/2024,676962,Ben Brown,1,1,4.0,3,3,1,3,2,12.0,38.0
7979,7979,6/8/2024,686613,Hunter Brown,1,1,6.0,2,7,4,0,0,18.0,71.0
7983,7983,6/8/2024,622491,Luis Castillo,1,1,5.0,6,4,1,5,1,15.0,39.0
7986,7986,6/8/2024,641482,Nestor Cortes,1,1,5.1,7,4,1,4,2,16.0,36.0
7994,7994,6/8/2024,663372,Ryan Feltner,1,1,5.1,2,7,1,0,0,16.0,73.0
7999,7999,6/8/2024,592332,Kevin Gausman,1,1,9.0,5,10,1,0,0,27.0,92.0
8000,8000,6/8/2024,502043,Kyle Gibson,1,1,6.0,8,7,2,3,1,18.0,48.0
8001,8001,6/8/2024,669022,MacKenzie Gore,1,1,5.0,6,7,1,1,0,15.0,60.0
8003,8003,6/8/2024,571760,Andrew Heaney,1,1,5.2,5,5,1,3,1,17.0,52.0
8008,8008,6/8/2024,675921,Spencer Howard,1,1,4.2,3,2,3,1,0,14.0,55.0
8026,8026,6/8/2024,594902,Ben Lively,1,1,5.0,3,1,0,0,0,15.0,65.0
8028,8028,6/8/2024,640455,Sean Manaea,1,1,3.2,7,3,1,6,2,11.0,19.0
8029,8029,6/8/2024,679525,Alec Marsh,1,1,5.0,7,8,0,4,2,15.0,40.0
8033,8033,6/8/2024,665622,Luis Medina,1,1,4.2,5,1,5,6,1,14.0,25.0
8037,8037,6/8/2024,663554,Casey Mize,1,1,5.1,8,1,2,3,0,16.0,44.0
8038,8038,6/8/2024,669387,Carmen Mlodzinski,1,1,1.2,0,1,0,0,0,5.0,51.0
8041,8041,6/8/2024,450203,Charlie Morton,1,1,5.0,7,3,0,4,0,15.0,47.0
8042,8042,6/8/2024,682610,Roddery Mu\xc3\xb1oz,1,1,4.0,5,3,4,4,2,12.0,25.0
8043,8043,6/8/2024,680897,Nick Nastrini,1,1,4.1,2,5,5,1,1,13.0,48.0
8044,8044,6/8/2024,669194,Ryne Nelson,1,1,3.1,6,1,4,5,1,10.0,20.0
8052,8052,6/8/2024,642547,Freddy Peralta,1,1,3.1,4,3,5,3,0,10.0,36.0
8069,8069,6/8/2024,694813,Gavin Stone,1,1,5.2,8,6,2,2,1,17.0,48.0
8071,8071,6/8/2024,624133,Ranger Su\xc3\xa1rez,1,1,5.2,8,6,1,2,0,17.0,56.0
8078,8078,6/8/2024,663362,Matt Waldron,1,1,6.0,3,4,2,1,0,18.0,67.0
8082,8082,6/8/2024,680573,Simeon Woods Richardson,1,1,6.1,6,6,0,1,1,19.0,63.0
8099,8099,6/9/2024,621389,Ty Blach,1,1,5.0,8,3,1,4,1,15.0,37.0
8106,8106,6/9/2024,471911,Carlos Carrasco,1,1,4.2,4,3,0,2,1,14.0,51.0
8115,8115,6/9/2024,543135,Nathan Eovaldi,1,1,7.0,5,5,1,2,1,21.0,63.0
8122,8122,6/9/2024,623167,Chris Flexen,1,1,5.0,2,3,2,2,1,15.0,53.0
8124,8124,6/9/2024,670102,Bowden Francis,1,1,4.0,3,3,1,0,0,12.0,59.0
8130,8130,6/9/2024,661563,Luis Gil,1,1,5.2,5,5,1,3,1,17.0,52.0
8132,8132,6/9/2024,607192,Tyler Glasnow,1,1,6.0,8,12,1,5,2,18.0,43.0
8142,8142,6/9/2024,687792,DJ Herz,1,1,4.1,4,5,3,2,0,13.0,51.0
8146,8146,6/9/2024,684007,Shota Imanaga,1,1,6.2,5,7,1,2,1,20.0,63.0
8152,8152,6/9/2024,683003,Jared Jones,1,1,5.0,6,3,3,2,0,15.0,49.0
8154,8154,6/9/2024,677161,Zack Kelly,1,1,2.0,0,3,2,0,0,6.0,51.0
8156,8156,6/9/2024,669923,George Kirby,1,1,7.0,5,4,0,1,0,21.0,73.0
8162,8162,6/9/2024,641793,Zack Littell,1,1,6.0,7,3,1,3,1,18.0,48.0
8168,8168,6/9/2024,800049,Adam Mazur,1,1,3.0,8,2,3,8,1,9.0,8.0
8170,8170,6/9/2024,543518,Scott McGough,1,1,0.2,1,1,0,1,1,2.0,34.0
8173,8173,6/9/2024,593423,Frankie Montas,1,1,1.1,5,2,3,4,0,4.0,22.0
8181,8181,6/9/2024,641927,Bailey Ober,1,1,4.2,7,5,2,4,0,14.0,43.0
8182,8182,6/9/2024,669467,Andre Pallante,1,1,5.0,3,6,1,0,0,15.0,68.0
8189,8189,6/9/2024,500779,Jose Quintana,1,1,3.2,6,1,2,3,0,11.0,38.0
8190,8190,6/9/2024,666142,Cole Ragans,1,1,6.0,3,9,1,1,1,18.0,68.0
8193,8193,6/9/2024,680570,Grayson Rodriguez,1,1,5.2,2,6,1,2,0,17.0,68.0
8196,8196,6/9/2024,669432,Trevor Rogers,1,1,5.0,2,5,4,1,1,15.0,54.0
8199,8199,6/9/2024,663776,Patrick Sandoval,1,1,5.2,8,4,3,5,0,17.0,41.0
8202,8202,6/9/2024,669373,Tarik Skubal,1,1,6.2,5,10,2,1,0,20.0,73.0
8209,8209,6/9/2024,687765,Mitch Spence,1,1,7.0,5,3,0,2,0,21.0,69.0
8220,8220,6/9/2024,434378,Justin Verlander,1,1,5.0,7,3,0,4,0,15.0,47.0
8223,8223,6/9/2024,694462,Hurston Waldrep,1,1,3.2,4,1,4,7,1,11.0,20.0
8224,8224,6/9/2024,592836,Taijuan Walker,1,1,5.2,2,6,1,2,0,17.0,68.0
8229,8229,6/9/2024,669060,Bryse Wilson,1,1,4.1,6,4,2,7,0,13.0,33.0
8230,8230,6/9/2024,676775,Keaton Winn,1,1,4.1,6,7,2,7,1,13.0,30.0
8235,8235,6/10/2024,681293,Spencer Arrighetti,1,1,5.2,4,6,3,1,0,17.0,63.0
8236,8236,6/10/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,5.2,5,4,1,3,2,17.0,45.0
8238,8238,6/10/2024,669203,Corbin Burnes,1,1,7.0,5,6,1,0,1,21.0,70.0
8241,8241,6/10/2024,656302,Dylan Cease,1,1,6.0,8,8,1,1,1,18.0,57.0
8245,8245,6/10/2024,683155,Joey Estes,1,1,5.0,8,3,2,3,2,15.0,32.0
8247,8247,6/10/2024,607200,Erick Fedde,1,1,7.0,5,4,1,1,1,21.0,65.0
8248,8248,6/10/2024,669302,Logan Gilbert,1,1,6.2,6,8,0,3,1,20.0,61.0
8251,8251,6/10/2024,690986,Kyle Harrison,1,1,6.1,4,3,0,1,0,19.0,70.0
